transaction_id,merchant_id,amount,timestamp,payment_method,failure_code,retry_count,webhook_delay_seconds,gateway_error_rate_delta,merchant_failure_rate_delta,cross_merchant_failure_rate,customer_previous_successes,customer_previous_failures,incident_active,actual_root_cause
txn_000747_e40459,merchant_039,270.84,2026-08-05T22:31:26,upi,card_expired,0,1.13,0.0,0.0215,0.057,4,3,0,CARD_DECLINE
txn_001280_0c7d96,merchant_011,3144.27,2026-08-05T22:43:29,card,card_expired,0,0.19,0.0682,0.0201,0.0101,1,7,0,CARD_DECLINE
txn_000090_1024e6,merchant_006,1049.86,2026-08-05T23:14:00,upi,card_expired,0,1.44,0.0008,0.0272,0.0,3,4,0,CARD_DECLINE
txn_000644_247197,merchant_026,2010.7,2026-08-05T23:17:43,upi,3ds_auth_failed,0,1.47,0.0,0.0245,0.0237,3,0,0,OTP_TIMEOUT
txn_001062_8dd8fd,merchant_009,1524.46,2026-08-05T23:32:09,netbanking,otp_timeout,1,5.4,0.08,0.0,0.0706,4,1,0,OTP_TIMEOUT
txn_001010_fb7b59,merchant_015,952.82,2026-08-06T00:04:28,netbanking,card_expired,2,4.07,0.1178,0.1444,0.0432,2,1,0,CARD_DECLINE
txn_000869_e5781b,merchant_007,2582.53,2026-08-06T00:58:57,card,session_expired,0,7.27,0.0205,0.0336,0.0304,5,1,0,USER_ABANDONMENT
txn_001468_b2d21f,merchant_032,429.93,2026-08-06T01:12:53,wallet,invalid_card,2,2.19,0.0509,0.087,0.0606,1,1,0,CARD_DECLINE
txn_000848_ba96e6,merchant_013,1505.4,2026-08-06T01:14:26,wallet,gateway_timeout,0,2.5,0.5168,0.835,0.4285,1,0,0,INFRASTRUCTURE
txn_001234_ebc208,merchant_013,2788.3,2026-08-06T01:17:49,upi,gateway_timeout,0,6.7,0.2666,0.0551,0.2367,7,2,0,WEBHOOK_AMBIGUITY
txn_000074_828e4b,merchant_015,1010.02,2026-08-06T01:19:06,wallet,insufficient_funds,1,2.21,0.0,0.0169,0.0114,1,5,0,INSUFFICIENT_FUNDS
txn_001263_3fd17e,merchant_028,593.14,2026-08-06T02:15:14,wallet,insufficient_funds,0,1.03,0.0133,0.0873,0.0682,4,1,0,INSUFFICIENT_FUNDS
txn_000812_b0288f,merchant_014,1996.8,2026-08-06T02:25:29,netbanking,session_expired,0,0.33,0.0412,0.0727,0.0671,11,0,0,USER_ABANDONMENT
txn_000009_ecdba5,merchant_026,1246.01,2026-08-06T02:54:43,wallet,issuer_declined,1,0.38,0.1384,0.0565,0.03,0,4,0,CARD_DECLINE
txn_000043_33da83,merchant_033,249.17,2026-08-06T04:25:16,card,invalid_card,2,1.38,0.0,0.0,0.0523,1,0,0,CARD_DECLINE
txn_000864_5fdc69,merchant_004,8968.93,2026-08-06T05:23:40,wallet,gateway_timeout,0,5.27,0.5638,0.3856,0.101,7,1,0,WEBHOOK_AMBIGUITY
txn_000572_4e6cf7,merchant_019,1280.6,2026-08-06T05:59:04,card,gateway_timeout,1,1.93,0.5952,0.2354,0.0435,1,0,0,WEBHOOK_AMBIGUITY
txn_000102_83d634,merchant_039,433.09,2026-08-06T06:13:05,wallet,insufficient_funds,0,3.57,0.0832,0.0966,0.0396,1,6,0,INSUFFICIENT_FUNDS
txn_001262_1a47b0,merchant_032,2044.77,2026-08-06T06:44:17,card,insufficient_funds,0,3.53,0.063,0.0415,0.0882,1,2,0,INSUFFICIENT_FUNDS
txn_001121_d60599,merchant_022,4050.72,2026-08-06T06:50:32,upi,gateway_timeout,0,0.82,0.3496,0.2491,0.3081,9,0,0,INFRASTRUCTURE
txn_001310_02a1c8,merchant_011,1972.8,2026-08-06T07:21:57,netbanking,insufficient_funds,1,1.76,0.0204,0.1011,0.0914,2,3,0,INSUFFICIENT_FUNDS
txn_000358_be4d8a,merchant_024,5470.83,2026-08-06T07:25:39,netbanking,insufficient_funds,0,1.91,0.0,0.0,0.0,2,1,0,INSUFFICIENT_FUNDS
txn_000140_b3773f,merchant_021,3762.18,2026-08-06T08:31:05,upi,session_expired,0,4.18,0.0,0.0606,0.0388,3,0,0,USER_ABANDONMENT
txn_000968_f94e7e,merchant_035,5109.38,2026-08-06T09:53:19,wallet,3ds_auth_failed,1,0.07,0.1245,0.0934,0.0228,4,0,0,OTP_TIMEOUT
txn_000061_10a4b0,merchant_040,542.31,2026-08-06T09:56:07,upi,card_expired,0,1.84,0.1227,0.0272,0.0242,2,2,1,CARD_DECLINE
txn_001089_c1c181,merchant_039,1605.75,2026-08-06T10:12:44,upi,gateway_timeout,0,15.78,0.3323,0.0,0.357,3,0,0,WEBHOOK_AMBIGUITY
txn_001244_33093e,merchant_035,5688.93,2026-08-06T10:27:56,wallet,card_expired,1,0.95,0.0495,0.0546,0.0586,2,1,0,CARD_DECLINE
txn_000574_1a00a5,merchant_009,772.24,2026-08-06T10:47:15,wallet,insufficient_funds,1,3.05,0.0143,0.0912,0.14,4,1,0,INSUFFICIENT_FUNDS
txn_000688_86f516,merchant_040,627.56,2026-08-06T11:13:46,wallet,issuer_declined,2,0.02,0.0,0.0267,0.0792,0,4,0,CARD_DECLINE
txn_000753_f36bf5,merchant_011,6217.06,2026-08-06T11:52:47,card,3ds_auth_failed,1,0.82,0.2519,0.0,0.0779,6,1,0,OTP_TIMEOUT
txn_000908_c8aa1e,merchant_025,933.02,2026-08-06T12:20:08,netbanking,gateway_timeout,0,17.35,0.0078,0.1218,0.2626,5,1,0,WEBHOOK_AMBIGUITY
txn_001431_d2da83,merchant_020,1396.12,2026-08-06T12:34:24,netbanking,insufficient_funds,0,2.66,0.0161,0.1702,0.0218,0,1,0,INSUFFICIENT_FUNDS
txn_000721_4b059b,merchant_027,784.12,2026-08-06T13:15:02,wallet,gateway_timeout,1,11.27,0.4342,0.153,0.38,4,0,0,WEBHOOK_AMBIGUITY
txn_001075_e90092,merchant_034,8491.38,2026-08-06T13:25:10,upi,3ds_auth_failed,1,1.82,0.1687,0.1175,0.0101,7,0,0,OTP_TIMEOUT
txn_001248_fd4d7c,merchant_028,2373.84,2026-08-06T13:58:06,wallet,card_expired,2,7.42,0.0716,0.0,0.083,4,1,0,CARD_DECLINE
txn_000586_7a6d1a,merchant_017,326.02,2026-08-06T14:22:14,upi,invalid_card,2,0.72,0.1152,0.0321,0.0432,3,1,0,CARD_DECLINE
txn_000461_b03959,merchant_022,739.36,2026-08-06T14:34:16,card,insufficient_funds,0,1.81,0.0709,0.0773,0.0015,3,2,0,INSUFFICIENT_FUNDS
txn_000798_def5f9,merchant_039,3694.87,2026-08-06T14:53:21,card,user_cancelled,0,0.12,0.0497,0.0628,0.0806,4,0,0,USER_ABANDONMENT
txn_001433_f660e8,merchant_015,3694.52,2026-08-06T15:06:22,upi,insufficient_funds,1,1.65,0.0704,0.1165,0.0488,3,0,0,INSUFFICIENT_FUNDS
txn_000103_b79bc5,merchant_003,1534.51,2026-08-06T15:38:30,upi,insufficient_funds,1,1.58,0.0789,0.0544,0.0397,1,2,0,INSUFFICIENT_FUNDS
txn_001107_81fed7,merchant_029,1522.48,2026-08-06T15:52:39,card,insufficient_funds,0,0.42,0.0307,0.0079,0.1062,1,3,0,INSUFFICIENT_FUNDS
txn_001096_7d97ed,merchant_026,13354.93,2026-08-06T16:09:03,netbanking,3ds_auth_failed,1,4.13,0.1875,0.019,0.0457,8,1,0,OTP_TIMEOUT
txn_001205_669a40,merchant_020,2236.84,2026-08-06T16:49:59,upi,otp_timeout,0,1.41,0.1193,0.0716,0.1185,6,2,0,OTP_TIMEOUT
txn_000492_dfefa6,merchant_008,848.93,2026-08-06T17:06:18,card,issuer_declined,2,1.43,0.0151,0.0932,0.0522,5,1,0,CARD_DECLINE
txn_000264_594fdf,merchant_020,248.38,2026-08-06T17:20:03,upi,insufficient_funds,0,8.94,0.0996,0.0713,0.0558,0,0,1,INSUFFICIENT_FUNDS
txn_001373_e7c2bc,merchant_034,70.33,2026-08-06T17:30:05,card,gateway_timeout,1,22.25,0.2416,0.2089,0.2182,7,1,0,WEBHOOK_AMBIGUITY
txn_001172_8ed5cd,merchant_008,9481.44,2026-08-06T18:02:11,upi,service_unavailable,1,8.82,0.7383,0.3699,0.4376,4,1,0,INFRASTRUCTURE
txn_000852_d34004,merchant_010,579.29,2026-08-06T18:08:03,card,3ds_auth_failed,1,0.77,0.0396,0.0201,0.0104,4,1,0,OTP_TIMEOUT
txn_000922_a9d24c,merchant_005,1619.9,2026-08-06T18:38:14,wallet,otp_timeout,0,0.52,0.1319,0.1074,0.0417,7,0,0,OTP_TIMEOUT
txn_000925_b80acd,merchant_027,50024.46,2026-08-06T18:49:09,upi,card_expired,1,1.34,0.1117,0.063,0.062,3,1,0,CARD_DECLINE
txn_000001_ef52bd,merchant_028,15612.27,2026-08-06T19:29:12,netbanking,session_expired,0,3.68,0.0408,0.016,0.0438,2,0,0,USER_ABANDONMENT
txn_000157_576d8c,merchant_034,3872.69,2026-08-06T19:43:54,upi,card_expired,1,7.04,0.0275,0.124,0.0186,3,2,0,CARD_DECLINE
txn_000873_2c7c4d,merchant_012,1134.9,2026-08-06T19:47:49,netbanking,gateway_timeout,0,5.93,0.4945,0.119,0.0,5,0,0,WEBHOOK_AMBIGUITY
txn_000214_e5545c,merchant_023,1368.84,2026-08-06T19:57:35,upi,issuer_declined,1,4.54,0.1085,0.0962,0.0871,1,3,0,CARD_DECLINE
txn_001428_8a09fb,merchant_032,6966.2,2026-08-06T21:49:23,wallet,service_unavailable,1,13.19,0.3738,0.3281,0.2501,5,1,0,INFRASTRUCTURE
txn_001462_962d5e,merchant_017,201.92,2026-08-06T22:17:41,wallet,service_unavailable,0,11.62,0.3044,0.314,0.4577,6,2,0,INFRASTRUCTURE
txn_000513_100f7d,merchant_022,476.84,2026-08-06T22:21:33,wallet,3ds_auth_failed,0,0.87,0.0623,0.0739,0.0873,4,0,0,OTP_TIMEOUT
txn_000466_aee0e3,merchant_036,934.6,2026-08-06T22:38:30,wallet,user_cancelled,0,1.4,0.1065,0.0346,0.0374,8,1,0,USER_ABANDONMENT
txn_001194_56c10c,merchant_040,2362.03,2026-08-06T22:41:48,wallet,insufficient_funds,0,4.82,0.1217,0.1252,0.094,2,2,0,INSUFFICIENT_FUNDS
txn_000282_83e19d,merchant_018,1958.65,2026-08-06T22:58:42,netbanking,gateway_timeout,1,1.3,0.514,0.1697,0.1412,3,1,0,WEBHOOK_AMBIGUITY
txn_000308_8b1f7f,merchant_023,2112.27,2026-08-06T23:27:15,card,3ds_auth_failed,1,2.08,0.273,0.0187,0.054,3,1,0,OTP_TIMEOUT
txn_001087_8a7732,merchant_025,418.8,2026-08-06T23:39:32,netbanking,insufficient_funds,1,1.37,0.0232,0.1203,0.0586,1,0,0,INSUFFICIENT_FUNDS
txn_001019_32a255,merchant_009,2153.61,2026-08-06T23:46:50,upi,otp_timeout,0,0.56,0.0321,0.1192,0.019,4,0,0,OTP_TIMEOUT
txn_000078_01f097,merchant_032,540.55,2026-08-07T00:10:04,netbanking,internal_error,0,8.96,0.2733,0.4443,0.4878,7,0,0,INFRASTRUCTURE
txn_001498_a2fa74,merchant_002,1280.53,2026-08-07T00:50:03,card,unknown,0,2.46,0.255,0.1839,0.0522,5,0,0,WEBHOOK_AMBIGUITY
txn_000025_b3781e,merchant_022,1638.18,2026-08-07T01:03:03,netbanking,invalid_card,2,3.98,0.0161,0.0875,0.0579,1,1,0,CARD_DECLINE
txn_000613_0e5feb,merchant_028,775.08,2026-08-07T01:08:37,wallet,insufficient_funds,0,0.12,0.0428,0.1579,0.0078,2,3,0,INSUFFICIENT_FUNDS
txn_000538_9a31ef,merchant_003,1220.93,2026-08-07T01:44:15,netbanking,3ds_auth_failed,1,1.67,0.1433,0.0299,0.0352,6,1,0,OTP_TIMEOUT
txn_000099_60895f,merchant_030,900.97,2026-08-07T02:04:35,wallet,otp_timeout,1,0.75,0.1756,0.0,0.003,3,0,0,OTP_TIMEOUT
txn_001083_3b0aef,merchant_009,830.63,2026-08-07T02:06:02,netbanking,unknown,0,26.19,0.2699,0.296,0.3279,5,0,0,WEBHOOK_AMBIGUITY
txn_000787_01c8c9,merchant_017,2309.34,2026-08-07T02:16:36,wallet,gateway_timeout,0,12.39,0.0,0.249,0.3244,9,1,0,WEBHOOK_AMBIGUITY
txn_001474_003259,merchant_018,927.37,2026-08-07T02:35:06,upi,gateway_timeout,0,1.32,0.5342,0.379,0.5569,5,3,0,INFRASTRUCTURE
txn_000010_c60425,merchant_030,1810.86,2026-08-07T02:37:21,netbanking,invalid_card,0,0.37,0.0173,0.0723,0.001,4,3,0,CARD_DECLINE
txn_001220_3c0f4e,merchant_027,6514.43,2026-08-07T03:22:02,wallet,session_expired,0,0.52,0.0298,0.0254,0.0296,4,0,0,USER_ABANDONMENT
txn_000548_5b1bfb,merchant_002,4240.69,2026-08-07T03:23:53,netbanking,insufficient_funds,0,0.19,0.0,0.0349,0.0732,0,2,0,INSUFFICIENT_FUNDS
txn_000225_17c3d2,merchant_002,1117.44,2026-08-07T03:41:27,card,issuer_declined,0,2.11,0.0098,0.0003,0.0253,4,3,0,CARD_DECLINE
txn_000974_dd7835,merchant_015,2167.47,2026-08-07T03:46:31,card,otp_timeout,0,1.37,0.0,0.0688,0.0631,11,3,0,OTP_TIMEOUT
txn_000479_78b5a5,merchant_002,1832.11,2026-08-07T03:46:43,upi,3ds_auth_failed,1,4.21,0.0783,0.0702,0.0133,5,0,0,OTP_TIMEOUT
txn_000412_548ce5,merchant_001,1454.83,2026-08-07T03:58:12,upi,invalid_card,0,0.05,0.0478,0.0281,0.0,0,4,0,CARD_DECLINE
txn_001408_e0d196,merchant_008,1905.97,2026-08-07T04:38:39,wallet,service_unavailable,1,6.87,0.4506,0.3538,0.6479,6,0,0,INFRASTRUCTURE
txn_000023_26a340,merchant_028,2652.0,2026-08-07T04:51:39,wallet,insufficient_funds,0,1.62,0.072,0.0762,0.0,2,3,0,INSUFFICIENT_FUNDS
txn_000966_c17e85,merchant_022,1463.42,2026-08-07T04:55:25,upi,otp_timeout,1,5.62,0.2285,0.0681,0.0,3,0,0,OTP_TIMEOUT
txn_001442_660a69,merchant_018,363.35,2026-08-07T04:57:12,netbanking,gateway_timeout,0,8.05,0.5636,0.3904,0.5294,1,1,0,INFRASTRUCTURE
txn_000447_83176d,merchant_033,1341.15,2026-08-07T05:08:31,card,unknown,1,13.67,0.3106,0.0073,0.1183,6,2,0,WEBHOOK_AMBIGUITY
txn_001135_5cc71d,merchant_026,872.68,2026-08-07T05:11:56,upi,insufficient_funds,0,0.09,0.1006,0.1398,0.1089,3,3,0,INSUFFICIENT_FUNDS
txn_000205_ba094f,merchant_015,7361.27,2026-08-07T05:18:44,upi,session_expired,0,0.67,0.0475,0.1174,0.0679,4,0,0,USER_ABANDONMENT
txn_000742_10d1d9,merchant_003,3786.07,2026-08-07T05:22:39,card,insufficient_funds,0,0.61,0.1644,0.0445,0.1368,0,1,0,INSUFFICIENT_FUNDS
txn_000846_82cddf,merchant_031,1203.87,2026-08-07T05:31:29,upi,insufficient_funds,1,0.42,0.0499,0.0493,0.0591,2,2,0,INSUFFICIENT_FUNDS
txn_000289_0f87b3,merchant_020,522.29,2026-08-07T05:59:58,card,gateway_timeout,0,9.31,0.2924,0.2949,0.213,3,0,0,INFRASTRUCTURE
txn_000579_3b91ca,merchant_015,1232.72,2026-08-07T06:03:04,card,gateway_timeout,1,2.56,0.1047,0.368,0.0924,2,2,0,WEBHOOK_AMBIGUITY
txn_000405_138bc0,merchant_006,1064.09,2026-08-07T06:20:34,wallet,session_expired,0,5.64,0.0406,0.0,0.0839,4,1,0,USER_ABANDONMENT
txn_000789_314e6f,merchant_014,1094.39,2026-08-07T06:46:36,wallet,issuer_declined,1,1.13,0.0357,0.0232,0.0574,4,4,0,CARD_DECLINE
txn_000190_190f25,merchant_023,75.63,2026-08-07T06:57:15,card,otp_timeout,0,0.87,0.0686,0.0882,0.0813,3,2,0,OTP_TIMEOUT
txn_001122_5c4f8f,merchant_016,453.3,2026-08-07T06:59:26,netbanking,unknown,1,21.52,0.0624,0.2281,0.1427,2,0,0,WEBHOOK_AMBIGUITY
txn_000040_ea9aad,merchant_018,927.74,2026-08-07T07:02:47,card,issuer_declined,0,0.19,0.0675,0.1691,0.0655,4,3,0,CARD_DECLINE
txn_001160_629412,merchant_023,1465.98,2026-08-07T07:13:11,card,session_expired,0,3.25,0.0961,0.0,0.0,8,1,0,USER_ABANDONMENT
txn_000744_8d77f1,merchant_035,1380.71,2026-08-07T07:18:14,upi,issuer_declined,1,0.88,0.0,0.0353,0.0245,1,5,0,CARD_DECLINE
txn_000452_f08b68,merchant_032,4185.77,2026-08-07T07:19:34,wallet,invalid_card,2,4.71,0.0,0.0574,0.016,2,4,0,CARD_DECLINE
txn_000013_4e3870,merchant_034,720.86,2026-08-07T07:40:41,upi,otp_timeout,1,2.8,0.1775,0.0423,0.041,8,0,0,OTP_TIMEOUT
txn_001349_abaabb,merchant_025,2748.55,2026-08-07T07:40:58,upi,session_expired,0,0.18,0.0512,0.0437,0.0533,10,1,0,USER_ABANDONMENT
txn_001479_f90e52,merchant_001,3024.93,2026-08-07T07:47:48,card,session_expired,0,1.74,0.0538,0.0371,0.092,4,1,0,USER_ABANDONMENT
txn_000817_d2c406,merchant_033,5248.21,2026-08-07T08:23:01,card,3ds_auth_failed,0,0.24,0.112,0.0704,0.1113,3,0,0,OTP_TIMEOUT
txn_001003_3e157a,merchant_002,2940.66,2026-08-07T08:31:15,upi,otp_timeout,0,3.97,0.1583,0.09,0.095,5,3,0,OTP_TIMEOUT
txn_000890_47e6a8,merchant_025,3993.42,2026-08-07T08:34:19,wallet,user_cancelled,0,2.48,0.0814,0.0915,0.0064,5,0,0,USER_ABANDONMENT
txn_000448_0b710f,merchant_036,1269.56,2026-08-07T08:41:59,wallet,issuer_declined,1,0.59,0.06,0.0429,0.074,1,3,0,CARD_DECLINE
txn_000312_89de4a,merchant_008,1607.57,2026-08-07T09:02:37,upi,service_unavailable,0,3.83,0.3052,0.273,0.1865,4,0,0,INFRASTRUCTURE
txn_000058_05985f,merchant_037,2323.46,2026-08-07T09:44:11,netbanking,otp_timeout,0,2.48,0.0,0.1221,0.0,2,0,0,OTP_TIMEOUT
txn_000639_5de829,merchant_026,1155.86,2026-08-07T10:07:45,wallet,invalid_card,2,1.44,0.0841,0.0,0.0177,1,2,0,CARD_DECLINE
txn_000934_d71735,merchant_015,512.87,2026-08-07T10:50:37,upi,invalid_card,1,0.95,0.0948,0.1817,0.0384,1,2,0,CARD_DECLINE
txn_000124_52c45e,merchant_002,1498.78,2026-08-07T10:51:19,netbanking,card_expired,1,5.53,0.0392,0.0093,0.0429,5,4,0,CARD_DECLINE
txn_000735_2a359c,merchant_036,2889.17,2026-08-07T11:14:46,netbanking,internal_error,0,2.97,0.3971,0.3716,0.3683,7,1,0,INFRASTRUCTURE
txn_000317_8897ed,merchant_038,7302.28,2026-08-07T11:28:33,card,gateway_timeout,0,5.61,0.5614,0.4195,0.4549,10,1,0,INFRASTRUCTURE
txn_000771_8ceead,merchant_005,402.47,2026-08-07T13:45:58,netbanking,user_cancelled,0,0.7,0.0272,0.0,0.1183,8,0,0,USER_ABANDONMENT
txn_000916_5fea0f,merchant_014,2784.19,2026-08-07T13:48:20,netbanking,invalid_card,1,4.16,0.0655,0.0,0.0,2,2,0,CARD_DECLINE
txn_000568_9206ab,merchant_017,2106.25,2026-08-07T14:04:01,wallet,service_unavailable,0,8.24,0.5245,0.5556,0.1926,5,0,0,INFRASTRUCTURE
txn_000701_36f3fb,merchant_030,660.86,2026-08-07T14:09:19,card,otp_timeout,1,1.44,0.1933,0.0506,0.0723,9,0,0,OTP_TIMEOUT
txn_000496_9e3ce7,merchant_027,165.56,2026-08-07T14:36:32,wallet,gateway_timeout,0,22.66,0.0,0.1961,0.0,2,0,0,WEBHOOK_AMBIGUITY
txn_000228_b71c47,merchant_021,2848.21,2026-08-07T14:36:53,card,insufficient_funds,0,1.99,0.0984,0.034,0.0578,3,5,0,INSUFFICIENT_FUNDS
txn_000767_2cd6c2,merchant_013,581.93,2026-08-07T15:01:19,card,internal_error,1,5.13,0.7554,0.5362,0.6416,6,0,0,INFRASTRUCTURE
txn_001120_1bd650,merchant_031,282.38,2026-08-07T15:06:03,upi,service_unavailable,1,6.83,0.4073,0.2149,0.4337,2,0,0,INFRASTRUCTURE
txn_001198_a3e0f7,merchant_034,2743.7,2026-08-07T15:07:31,upi,session_expired,0,2.64,0.0,0.0725,0.0627,6,0,0,USER_ABANDONMENT
txn_000391_28e933,merchant_014,2059.71,2026-08-07T15:49:56,upi,session_expired,0,2.85,0.0976,0.0853,0.0483,3,1,0,USER_ABANDONMENT
txn_000372_981acf,merchant_024,2810.23,2026-08-07T15:53:35,upi,user_cancelled,0,0.69,0.1133,0.0942,0.0757,7,0,0,USER_ABANDONMENT
txn_000816_567a9e,merchant_037,7361.82,2026-08-07T15:55:56,upi,insufficient_funds,0,2.6,0.091,0.0936,0.0219,5,4,0,INSUFFICIENT_FUNDS
txn_001494_a6e798,merchant_020,1848.34,2026-08-07T16:22:40,netbanking,issuer_declined,2,1.58,0.0,0.0177,0.0667,0,4,0,CARD_DECLINE
txn_000397_6ce012,merchant_021,5428.13,2026-08-07T16:55:20,netbanking,unknown,0,19.11,0.19,0.4777,0.1027,8,1,0,WEBHOOK_AMBIGUITY
txn_001152_60ac8a,merchant_027,6202.94,2026-08-07T17:00:58,card,gateway_timeout,1,0.15,0.2547,0.2548,0.28,7,0,0,INFRASTRUCTURE
txn_000914_4c1f8d,merchant_023,2021.41,2026-08-07T17:18:13,wallet,internal_error,1,6.55,0.6085,0.4203,0.5368,2,0,0,INFRASTRUCTURE
txn_000620_3dd643,merchant_036,18062.69,2026-08-07T17:21:43,card,gateway_timeout,0,3.67,0.6115,0.2845,0.2353,1,0,0,INFRASTRUCTURE
txn_000486_a538bb,merchant_012,1136.21,2026-08-07T17:38:18,wallet,issuer_declined,0,3.94,0.0,0.057,0.0,1,3,0,CARD_DECLINE
txn_000060_25acc8,merchant_013,2414.38,2026-08-07T18:23:48,wallet,insufficient_funds,0,0.66,0.0551,0.0119,0.0285,5,2,0,INSUFFICIENT_FUNDS
txn_000475_5ba572,merchant_040,409.49,2026-08-07T18:27:01,netbanking,unknown,1,14.85,0.132,0.2106,0.1648,7,0,0,WEBHOOK_AMBIGUITY
txn_000900_208cb0,merchant_018,10701.54,2026-08-07T18:29:39,netbanking,internal_error,1,5.21,0.5334,0.4275,0.3212,9,1,0,INFRASTRUCTURE
txn_000952_b3028c,merchant_001,561.89,2026-08-07T18:30:03,upi,internal_error,1,4.16,0.2389,0.4303,0.6064,4,1,0,INFRASTRUCTURE
txn_000689_d3b194,merchant_016,6767.64,2026-08-07T18:47:45,card,card_expired,1,3.88,0.0979,0.0112,0.0485,1,0,0,CARD_DECLINE
txn_000223_9f4c5c,merchant_022,6239.82,2026-08-07T19:24:54,wallet,service_unavailable,1,8.19,0.6479,0.4217,0.4615,5,0,0,INFRASTRUCTURE
txn_000163_d1ce9a,merchant_008,868.28,2026-08-07T19:50:34,wallet,internal_error,0,3.92,0.4822,0.2374,0.4729,4,0,0,INFRASTRUCTURE
txn_000671_349a50,merchant_003,3077.09,2026-08-07T19:53:47,card,internal_error,1,4.53,0.1434,0.426,0.293,7,1,0,INFRASTRUCTURE
txn_000894_f783ce,merchant_002,240.62,2026-08-07T20:13:05,upi,invalid_card,2,0.34,0.0,0.0162,0.1232,1,7,0,CARD_DECLINE
txn_001033_b22634,merchant_005,4636.27,2026-08-07T20:40:52,upi,insufficient_funds,1,0.54,0.0879,0.074,0.0379,3,1,0,INSUFFICIENT_FUNDS
txn_000855_fa4863,merchant_012,1377.1,2026-08-07T22:20:05,netbanking,gateway_timeout,0,8.88,0.3784,0.2595,0.5851,6,1,0,INFRASTRUCTURE
txn_001222_a22b6f,merchant_006,1103.71,2026-08-07T22:29:40,wallet,internal_error,1,1.68,0.3899,0.684,0.507,2,0,0,INFRASTRUCTURE
txn_000166_660430,merchant_034,366.5,2026-08-07T23:13:28,upi,internal_error,0,7.16,0.5773,0.4942,0.5845,5,0,0,INFRASTRUCTURE
txn_000324_8eca87,merchant_032,200.21,2026-08-07T23:23:14,upi,otp_timeout,0,1.21,0.1288,0.1185,0.0366,5,0,0,OTP_TIMEOUT
txn_000818_55ac61,merchant_031,1376.61,2026-08-07T23:59:22,netbanking,insufficient_funds,0,0.67,0.1004,0.088,0.0946,0,2,0,INSUFFICIENT_FUNDS
txn_000819_5cfb9c,merchant_011,151.7,2026-08-08T00:10:02,upi,issuer_declined,1,0.34,0.0,0.1556,0.017,3,2,0,CARD_DECLINE
txn_001493_291d51,merchant_039,2596.11,2026-08-08T00:14:53,netbanking,otp_timeout,1,0.93,0.0637,0.0582,0.049,8,1,0,OTP_TIMEOUT
txn_000014_8c685e,merchant_020,2155.36,2026-08-08T00:27:32,card,invalid_card,1,1.0,0.0,0.0235,0.095,2,3,0,CARD_DECLINE
txn_001216_f2f0ff,merchant_039,232.32,2026-08-08T00:30:10,card,user_cancelled,0,2.51,0.0374,0.0,0.1081,7,0,0,USER_ABANDONMENT
txn_000235_bdbf89,merchant_007,1260.51,2026-08-08T00:34:09,netbanking,invalid_card,2,0.54,0.0011,0.1009,0.064,0,2,0,CARD_DECLINE
txn_000499_4fc961,merchant_009,2546.85,2026-08-08T01:08:28,card,invalid_card,1,0.03,0.0,0.0775,0.0087,3,1,0,CARD_DECLINE
txn_000876_8caf31,merchant_022,12970.13,2026-08-08T02:14:29,upi,gateway_timeout,1,9.55,0.4272,0.3449,0.3803,1,2,0,INFRASTRUCTURE
txn_000348_dafbb1,merchant_015,394.78,2026-08-08T02:41:12,netbanking,internal_error,1,7.29,0.3862,0.2346,0.632,6,1,0,INFRASTRUCTURE
txn_000882_e27aae,merchant_018,7463.8,2026-08-08T04:06:14,upi,user_cancelled,0,0.2,0.0756,0.015,0.0,5,1,0,USER_ABANDONMENT
txn_000901_f5724e,merchant_002,2015.84,2026-08-08T04:13:34,card,gateway_timeout,1,11.16,0.2293,0.3366,0.454,3,1,0,INFRASTRUCTURE
txn_000055_60eb73,merchant_026,1892.08,2026-08-08T04:34:17,wallet,otp_timeout,1,1.45,0.0933,0.0704,0.0552,4,0,0,OTP_TIMEOUT
txn_001464_0b3696,merchant_025,212.03,2026-08-08T04:40:34,upi,otp_timeout,0,4.76,0.129,0.0203,0.0401,8,0,0,OTP_TIMEOUT
txn_000116_3494cc,merchant_032,4276.99,2026-08-08T04:41:44,wallet,insufficient_funds,1,4.02,0.1079,0.1929,0.0522,4,2,0,INSUFFICIENT_FUNDS
txn_001012_423caa,merchant_014,170.02,2026-08-08T05:38:05,card,insufficient_funds,1,0.86,0.03,0.0,0.0692,1,1,0,INSUFFICIENT_FUNDS
txn_000261_4bed05,merchant_017,9180.04,2026-08-08T05:45:43,card,insufficient_funds,1,0.65,0.0473,0.0779,0.0576,2,2,0,INSUFFICIENT_FUNDS
txn_000564_413b63,merchant_003,2630.66,2026-08-08T05:46:34,netbanking,invalid_card,0,0.83,0.1367,0.0818,0.0187,0,2,0,CARD_DECLINE
txn_000521_fc1eb4,merchant_004,251.39,2026-08-08T05:51:26,wallet,user_cancelled,0,6.06,0.0384,0.042,0.1793,4,0,0,USER_ABANDONMENT
txn_000704_451d8b,merchant_026,918.06,2026-08-08T06:15:08,upi,gateway_timeout,0,16.41,0.4928,0.0937,0.0136,1,0,0,WEBHOOK_AMBIGUITY
txn_001022_3c3a1f,merchant_005,594.03,2026-08-08T08:04:48,card,invalid_card,0,0.59,0.0881,0.0329,0.0455,2,5,1,CARD_DECLINE
